,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,sex_Female,sex_Male,native-country_Non-US,native-country_US,income
0,0.30136986301369856,0.014185034838340983,0.7840551817613101,0.14382515934005358,-0.04061533623486632,0.4598218232573167,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1,0.4520547945205479,0.03864238709126319,0.8515220341366347,0.06240967024227125,-0.07279696931721212,0.13715238721940684,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2,0.2876712328767123,0.08366881800676348,0.6212990464501571,0.11125032422275805,0.013303358590787538,0.3926425883108179,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3,0.4931506849315069,0.10039988454965276,0.3734514331747511,0.08056330000526758,-0.026320731372498563,0.3756672873665235,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4,0.1506849315068493,0.3016712578640018,0.777350748808371,-0.0035782305145841257,0.044921674962116014,0.35603087858603244,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5,,,,,,,,,,,,,,,,,,,,,
6,0.4383561643835617,0.05296930207824234,0.25099561673018456,0.11191202005268709,0.06733612548582013,0.10770346279076573,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7,0.4794520547945205,0.1414822688810651,0.5325749151006569,0.006002005573428903,0.01591855118433703,0.4721078947133877,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
8,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,
